epoch,acc,loss,val_acc,val_loss
0,0.3114006060827546,1.7992345425040293,0.3697408833238666,1.719022842474421
1,0.4187537009341743,1.5323841710288122,0.4218445348375087,1.6771143481600381
2,0.46703124456160816,1.4108247360410335,0.40679856066950915,1.6353024829518465
3,0.5016893657051726,1.3323327644129832,0.4446921251708002,1.532361564027936
4,0.5231808840443695,1.2786846559595557,0.5080802570556192,1.3469077786734325
5,0.5365216482641297,1.2335199198340328,0.5366397448243222,1.2528405495861938
6,0.5475634818354836,1.2060443330340103,0.5214544565261955,1.2677950640451645
7,0.5553659131293254,1.1811065295384617,0.5606018518253135,1.205501308000895
8,0.5637953255097566,1.1622919752504048,0.5647812886830491,1.1804960773877362
9,0.5749068236441534,1.1389681294738463,0.5589300763514853,1.161995854228735
10,0.5769270960346792,1.128713839220367,0.5734187919500147,1.134543388102107
11,0.579260858964088,1.1186120058182303,0.5568403584104655,1.1823620058042894
12,0.5886655752592989,1.1051726539023115,0.5830314977711607,1.1170799622525491
13,0.5902330279723991,1.0961703327952053,0.5697966132860025,1.155870148799971
14,0.5966073356807832,1.0805181208986936,0.5468097090841535,1.2419072455778721
15,0.5990107631763489,1.0742418215007317,0.5891613391456115,1.1073246001091823
16,0.5998119056752169,1.0676872715306733,0.6040679982513829,1.0732076765892067
17,0.601936674912383,1.06500716968707,0.5766230274825317,1.1440237838739629
18,0.6042704378438679,1.0563724114585187,0.5901365412929058,1.1136395771748742
19,0.6079278275146891,1.0436845807646495,0.5909724287288074,1.0975907142031456
20,0.6101222613138599,1.0395005514531297,0.5824742395878171,1.1298784885745454
21,0.6122121982663904,1.037772247782072,0.5853998453363332,1.1320540928301306
22,0.6139538123974785,1.0324213493995198,0.5313457908608615,1.3206498790267667
23,0.6163572398940823,1.023007024824775,0.5943159780572237,1.1049785556696723
24,0.6182033508676584,1.0212612895346214,0.5993313030151645,1.0963389090602031
25,0.6190044933665263,1.014707414615349,0.5971022697939419,1.0902822910649477
26,0.6236023546633391,1.0118652527648464,0.5973808989738415,1.1016702056247674
27,0.6239506774920481,1.0045838509592053,0.6199498600109802,1.0452594747022106
28,0.6276080671607931,0.9974387524838756,0.6159097371359793,1.032072532428732
29,0.6325542512821626,0.9942366858876367,0.6056004587460209,1.0875161097479185
30,0.6328329095416003,0.9909487003658736,0.6134020748490343,1.0507295320874952
31,0.6333902260625519,0.9887674214253709,0.5958484382819884,1.1029261188847825
32,0.6323452575868057,0.9875095700714389,0.6182780848402404,1.0515756340701041
33,0.6355498275822775,0.977028917220324,0.6214823200613651,1.0359528695639793
34,0.6361419763847506,0.976641034933794,0.6178601412914795,1.054698808686992
35,0.6369779511651399,0.9757432756621933,0.6276121616018918,1.03886188274962
36,0.6396252046406982,0.9707115831002741,0.6160490521068658,1.0335398069023671
37,0.6414713156163504,0.9660327976751263,0.59487323654158,1.1025583657674027
38,0.6416454770281097,0.961080996582611,0.6111730419724192,1.0589650422594166
